id,# Pages / Video Length:,Abstract:,Author:,NSGL Document #:,Program Report #:,Project #:,Publication Type:,Publication Year :,Sea Grant Program/Affiliate:,Title:,Notes:,URL:,Source Citation:,Editor :,DOI #:,Publisher:,Grant/Contract #:
/Users/thalassa/github/nsgl/itemRecords-or-csv/11672334_394_2813408.csv,0:55 minutes,The “trailer” video about Oregon Sea Grant’s “Oregon’s Working Waterfront Tour” video series.,"Farley, Mark",ORESU-V-15-019,ORESU-V-15-019,A/ESG-13-IC2,videos,2015,Oregon Sea Grant,Oregon's working waterfront tour trailer--Oregon Sea Grant [online video],This video is a precursor to Oregon's Working Waterfronts [mobile app]; see ORESU-I-16-001,https://www.you​tube.com/watch?​v=34Yecps1waU http://nsgl.gso​.uri.edu/oresu/​oresuv15006_021​.html (Oregon's Working Waterfront Tour Series) https://itunes.​apple.com/us/ap​p/oregons-​working-​waterfronts/id9​62972556?mt=8 (Related app: iTunes) https://play.go​ogle.com/store/​apps/details?id​=edu.oregonstat​e.cass.WorkingW​aterfrontsMobil​e (Related app: Google Play),NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11672355_1052_2814066.csv,1:19 minutes,"A video about some of the work that goes on at the shipyard in Charleston, Oregon.","Farley, Mark",ORESU-V-15-020,ORESU-V-15-020,A/ESG-13-IC2,videos,2015,Oregon Sea Grant,Oregon's working waterfront tour-​-​Charleston shipyard [online video],This video is a precursor to Oregon's Working Waterfronts [mobile app]; see ORESU-I-16-001,https://www.you​tube.com/watch?​v=B5Dr3w1cp2k http://nsgl.gso​.uri.edu/oresu/​oresuv15006_021​.html (Oregon's Working Waterfront Tour Series) https://itunes.​apple.com/us/ap​p/oregons-​working-​waterfronts/id9​62972556?mt=8 (Related app: iTunes) https://play.go​ogle.com/store/​apps/details?id​=edu.oregonstat​e.cass.WorkingW​aterfrontsMobil​e (Related app: Google Play),NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11672376_1051_2814065.csv,0:41 minutes,"A video showing how wood chips are processed and shipped from bulk cargo terminals in Coos Bay, Oregon.","Farley, Mark",ORESU-V-15-021,ORESU-V-15-021,A/ESG-13-IC2,videos,2015,Oregon Sea Grant,Oregon's working waterfront tour--Wood chips [online video],This video is a precursor to Oregon's Working Waterfronts [mobile app]; see ORESU-I-16-001,https://www.you​tube.com/watch?​v=GH6_Le3Vd1E http://nsgl.gso​.uri.edu/oresu/​oresuv15006_021​.html (Oregon's Working Waterfront Tour Series) https://itunes.​apple.com/us/ap​p/oregons-​working-​waterfronts/id9​62972556?mt=8 (Related app: iTunes) https://play.go​ogle.com/store/​apps/details?id​=edu.oregonstat​e.cass.WorkingW​aterfrontsMobil​e (Related app: Google Play),NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11672398_3424_2816438.csv,3,"Olympia oyster populations are threatened due to a variety of natural and human-made causes. Olympia oysters live in estuaries, which change over time due to natural and human events such as earthquakes and dredging. Before we can restore native oyster populations, we first must understand the oyster's environment and the estuary conditions needed for survival. This exhibit shows how scientists are figuring out how to do that.","Lerczak, James;Farley, Mark;Hanshumaker, William",ORESU-E-14-003,ORESU-E-14-003,R/HBT-16,educational materials,2014,Oregon Sea Grant,Current events: Olympia oyster populations threatened [Hatfield Marine Science Center Visitor Center exhibit].,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11681337_3423_2816437.csv,1,"While understanding of climate change’s impact on coastal systems has recently seen great improvements, there still remains much to be understood, especially for systems as hydraulically complex as estuaries. The hydrodynamic climate in estuarine waters is controlled by multiple factors such as boundary conditions offshore (tides, waves), across the surface (winds), at the upper estuary margin (streamflow), as well as mean sea level. On the decadal to century scale, climate change modulated variability in these forcings will drastically effect state of the overall system resulting in changes to experienced extreme water level events. A study of climate change impacts on two Pacific Northwest estuaries is presently underway. ADCIRC-SWAN is being used to conduct multi-decadal simulations of water levels across the study estuaries. A GCM-RCM configuration was selected from the NARCCAP project and then bias-corrected against the observation-​based NARR data. This was separated into two data streams (historical and future) which were then run through a set of models in order to develop forcing for ADCIRC-SWAN. At the open ocean boundary, the model is forced with wave output from the WaveWatch III model. The free surface of the model is forced with surface winds and pressure. The streamflow boundaries are forced with hydrographs obtained from the Micromet - Snowmodel - Hydroflow suite of runoff routing models. The ADCIRC-SWAN output provides time series data on total water levels (TWLs) throughout the model domain. These time series can be used to construct CDFs of water elevation at any site of interest and also to derive return periods for extreme water level events. Of particular interest to this study is how these products change from the historical to future runs and which processes (changing offshore waves, changing streamflow) are primarily responsible for the observed changes in flooding characteristics​.","Parker, K.;Cheng, T.;Hill, D.;Beamer, J.;Garcia, G.",ORESU-WR-14-014,ORESU-WR-14-014,R/CNH-25,reprints (not peer-reviewed),2014,Oregon Sea Grant,The impacts of climate-change on estuarine flooding: a Pacific Northwest case study (poster presentation.),NA,NA,"American Geophysical Union Meeting, poster presentation, San Francisco, California, December 15-19, 2014",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11681426_3422_2816436.csv,21,"A presentation examining the hydrodynamic response of Pacific Northwest estuaries to climate change-driven boundary conditions. Presented at the Pacific Northwest Climate Conference, Seattle, Washington, September 9-10, 2014.","Hill, David F.;Cheng, Tiffany;Garcia, Gabriel;Beamer, Jordan",ORESU-WR-14-015,ORESU-WR-14-015,R/CNH-25,reprints (not peer-reviewed),2014,Oregon Sea Grant,The hydrodynamic response of Pacific Northwest estuaries to climate change-driven boundary conditions (presentation),NA,NA,"Pacific Northwest Climate Conference, PowerPoint presentation, Seattle, Washington, September 9-10, 2014",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11681524_2161_2815175.csv,25,"A presentation about predicting inundation patterns within Tillamook Bay under climate change-driven boundary conditions. Presented at the World Environmental and Water Resources Congress, Portland, Oregon, June 3, 2014.","Cheng, Tiffany K.;Hill, David F.;Beamer, Jordan;Garcia-Medina, Gabriel",ORESU-WR-14-016,ORESU-WR-14-016,R/CNH-25,reprints (not peer-reviewed),2014,Oregon Sea Grant,Predicting inundation patterns within Tillamook Bay under climate change-driven boundary conditions (presentation),NA,NA,"World Environmental and Water Resources Congress, PowerPoint presentation, Portland, Oregon, June 3, 2014",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11681567_3421_2816435.csv,1,"A poster that discusses modeling the hydrodynamic response of Tillamook Bay to climate change-driven boundary conditions. Presented at the American Geophysical Union Ocean Sciences Meeting, Honolulu, Hawaii, February 23-28, 2014.","Cheng, Tiffany K.;Hill, David F.;Beamer, Jordan",ORESU-WR-14-017,ORESU-WR-14-017,R/CNH-25,reprints (not peer-reviewed),2014,Oregon Sea Grant,Modeling the hydrodynamic response of Tillamook Bay to climate change-driven boundary conditions (poster presentation.),NA,NA,"American Geophysical Union Ocean Sciences Meeting, poster presentation, Honolulu, Hawaii, February 23-28, 2014",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11681602_3420_2816434.csv,10,"Migration in animals has evolved as an adaptation to environmental variability across space and through time. The availability of reliable sensory cues and guidance mechanisms used in navigating among disparate locations is an essential component of this behavior. An “inherited magnetic map” is navigational solution that has evolved in some marine animals that, without prior experience or guidance from older conspecifics, migrate to oceanic foraging grounds. Laboratory experiments demonstrate that navigationally naïve salmon encountering magnetic fields characteristic of certain regions along their migratory route will bias their swimming in a particular direction. Simulations of this behavior within realistic models of oceanic circulation suggest that such behavior is highly adaptive, making the migratory route more predictable and facilitating movement into favorable oceanic regions. Such behavior is possible due to the spatial gradients of components of the geomagnetic field (e.g., the inclination angle of field lines and the total field intensity) that provide a bicoordinate grid across much of the Earth’s surface. However, this environmental feature is not static, but experiences gradual and unpredictable changes that can be substantial over successive generations. Thus, drift of the geomagnetic field, in addition to variable oceanic conditions, could play a major role in shaping the distribution of marine taxa that are dependent upon such mechanisms for migratory guidance. Several possibilities are discussed for how animals might mitigate the effects of geomagnetic drift, such as calibrating their inherited magnetic map relative to the field in which they develop. Further exploration of the dynamics of the geomagnetic field in context of animal navigation is a promising avenue for understanding the how animals deal with an ever-changing environment.","Putman, Nathan F.",ORESU-R-15-004,ORESU-R-15-004,R/RCF-31,reprints (peer-reviewed),2015,Oregon Sea Grant,Inherited magnetic maps in salmon and the role of geomagnetic change.,NA,NA,"Integrative and Comparative Biology, pp. 1-10, Advance Access doi: 10.1093/icb/icv​020, April 16, 2015 [Thinking About Change: An Integrative Approach for Examining Cognition in a Changing World, symposium presentation at the annual meeting of the SOciety for Integrative and Comparative Biology, West Palm Beach, Florida, January 3-7, 2015]",NA,10.1093/icb/icv​020,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11682502_2397_2815411.csv,NA,"Oregon Coast STEM Hub May 2015 e-newsletter provides dates and registration information of state-wide STEM week, teacher professional development opportunities, student STEM experiences, funding opportunities, and other miscellaneous upcoming events.","Goodwin, Cait",ORESU-N-15-01e,ORESU-N-15-01e,A/ESG-07,periodicals,2015,Oregon Sea Grant,Oregon Coast STEM Hub e-Blast (May 2015),NA,http://oregonco​aststemhub.cmai​l2.com/t/ViewEm​ail/t/628E71DDA​90A0F06/F63BC38​AF19B6102D9767B​6002735221,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11686673_1296_2814310.csv,17,"The December 2007 storm, otherwise known as the Great Coastal Gale of 2007, was a series of extratropical cyclones that brought highly unprecedented wind speeds and precipitation to the Oregon and Washington coasts of the United States. A storm hindcast using the coupled Advanced Circulation (ADCIRC) and Simulating Waves Nearshore (SWAN) models was conducted within Tillamook Bay, Oregon, from 28 November to 5 December 2007. ADCIRC computes two-dimensional circulation forced by astronomic tides, streamflow, and storm surge, while SWAN solves the wave action density equations for radiation stresses. Modeled nontidal residuals were compared to observed data collected by the National Oceanic and Atmospheric Administration at the Garibaldi, Oregon, tide gauge station. The relative contributions of meteorological forcing, offshore waves, and streamflow to storm tides were next assessed at four locations of interest within and outside the estuary by conducting a set of model runs where each major process was omitted in turn. The dominant mechanism for storm tides in the estuary was offshore wave breaking. Streamflow, locally (in estuary) generated waves, and locally generated surge led to minor variations in storm tides in the estuary.","Cheng, T. K.;Hill, D. F.;Read, W.",ORESU-R-15-005,ORESU-R-15-005,R/CNH-25,reprints (peer-reviewed),2015,Oregon Sea Grant,"The contributions to storm tides in Pacific Northwest estuaries: Tillamook Bay, Oregon, and the December 2007 storm",NA,NA,"Journal of Coastal Research, 31(3): 723-734, 2015",NA,10.2112/JCOASTR​ES-​D-​14-​00120.1,Coastal Education and Research Foundation,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/11692829_3419_2816433.csv,19,"Each year, over 45 countries export 30 million fish from coral reefs as part of the global marine ornamental aquarium trade. This catch volume is partly influenced by collection methods that cause mortality. Barotrauma in fish resulting fromforced ascent from depth can contribute to post-collection mortality. However, implementing decompression stops during ascent can prevent barotrauma. Conversely, venting (puncturing the swim bladder to release expanded internal gas) following ascent can mitigate some signs of barotrauma like positive buoyancy. Here, we evaluate how decompression and venting affect stress and mortality in the Yellow Tang (Zebrasoma flavescens). We examined the effects of three ascent treatments, each with decompression stops of varying frequency and duration, coupled with or without venting, on sublethal effects and mortality using histology and serum cortisol measurements. In fish subjected to ascent without decompression stops or venting, a mean post-collection mortality of 6.2% occurred within 24 h of capture. Common collection methods in the fishery, ascent without decompression stops coupled with venting, or one long decompression stop coupled with venting, resulted in no mortality. Histopathologic examination of heart, liver, head kidney, and swim bladder tissues in fish 0d and 21d post-collection revealed no significant barotraumaor venting-​related lesions in any treatment group. Ascent without decompression stops resulted in significantly higher serum cortisol than ascent with many stops, while venting alone did not affect cortisol. Future work should examine links in the supply chain following collection to determine if further handling and transport stressors affect survivorship and sublethal effects.","Munday, Emily S.;Tissot, Brian N.;Heidel, Jerry R.;Miller-Morgan, Tim",ORESU-R-15-006,ORESU-R-15-006,A/ESG-07,reprints (peer-reviewed),2015,Oregon Sea Grant,The effects of venting and decompression on Yellow Tang (Zebrasoma flavescens) in the marine ornamental aquarium fish trade,OPEN ACCESS,NA,"PeerJ, 3:e756, doi: 10.7717/peerj.7​56, February 17, 2015",NA,10.7717/peerj.7​56,NA,NA
